10月16日,四川省成都市彭州市,白菜,['北京新三号：0.2元/斤  '],yziti,https://www.lvguo.net/baojia/detail/1530359.html
10月16日,四川省成都市彭州市,白菜,['北京新三号：0.3元/斤  '],yziti,https://www.lvguo.net/baojia/detail/1530358.html
10月08日,四川省资阳市安岳县,红薯,"['西瓜红半斤以上：1.5元/斤  ', '五两以上：1.5元/斤']",可可妈妈,https://www.lvguo.net/baojia/detail/1529553.html
09月16日,四川省成都市双流县,辣椒,['艳红改良4吨：11.5元/斤  '],青盏,https://www.lvguo.net/baojia/detail/1527077.html
08月25日,四川省凉山彝族自治州冕宁县,大葱,['铁杆大葱葱白长30公分：0.75元/斤  '],冕宁大葱,https://www.lvguo.net/baojia/detail/1524712.html
08月17日,四川省凉山彝族自治州冕宁县,大葱,['铁杆大葱葱白30公分以上：0.7元/斤  '],冕宁大葱,https://www.lvguo.net/baojia/detail/1523858.html
08月16日,四川省南充市南部县,辣椒,['砀椒三号红二荆条：1.3元/斤  '],隆尾山辣椒,https://www.lvguo.net/baojia/detail/1523727.html
08月06日,四川省凉山彝族自治州盐源县,白菜,['高抗王二号散装：0.4-0.6元/斤  '],白菜卷心菜盐源,https://www.lvguo.net/baojia/detail/1522705.html
07月28日,四川省绵阳市三台县,其他蔬菜,['儿菜通货：900元/吨  '],小敬农产品,https://www.lvguo.net/baojia/detail/1521594.html
07月28日,四川省南充市营山县,南瓜,['金韩密本南瓜5斤起：900元/吨  '],小敬农产品,https://www.lvguo.net/baojia/detail/1521591.html
07月27日,四川省凉山彝族自治州冕宁县,大葱,['铁杆大葱葱白30公分以上：0.3元/斤  '],冕宁大葱,https://www.lvguo.net/baojia/detail/1521437.html
07月27日,四川省凉山彝族自治州冕宁县,大葱,['长白大葱葱白30公分以上：0.3元/斤  '],冕宁大葱,https://www.lvguo.net/baojia/detail/1521436.html
07月16日,四川省乐山市夹江县,黄瓜,"['刺丝瓜好货：0.8元/斤  ', '通货：0.7元/斤']",吴sir,https://www.lvguo.net/baojia/detail/1519796.html
07月12日,四川省乐山市夹江县,黄瓜,"['刺丝瓜好货：0.6元/斤  ', '好货：0.6元/斤']",吴sir,https://www.lvguo.net/baojia/detail/1519257.html
07月12日,四川省乐山市夹江县,丝瓜,"['肉丝瓜好货：0.6元/斤  ', '好货：0.6元/斤']",吴sir,https://www.lvguo.net/baojia/detail/1519256.html
06月29日,四川省凉山彝族自治州冕宁县,大葱,['长白大葱30公分：0.35元/斤  '],冕宁大葱,https://www.lvguo.net/baojia/detail/1517210.html
05月09日,四川省乐山市夹江县,西红柿,['诺威608西红柿3两以上：0.8元/斤  '],承接蔬菜代收,https://www.lvguo.net/baojia/detail/1507250.html
04月16日,四川省凉山彝族自治州西昌市,洋葱,['红皮洋葱三两起：0.9元/斤  '],官正雄,https://www.lvguo.net/baojia/detail/1501917.html
04月13日,四川省凉山彝族自治州西昌市,洋葱,['洋葱三两以上：1元/斤  '],李顺贵一,https://www.lvguo.net/baojia/detail/1501334.html
04月11日,四川省凉山彝族自治州西昌市,洋葱,['洋葱三两以上：1元/斤  '],李顺贵一,https://www.lvguo.net/baojia/detail/1500858.html
04月03日,四川省南充市南部县,甘蓝,['中甘21甘蓝：0.45元/斤  '],sunlong,https://www.lvguo.net/baojia/detail/1499327.html
03月26日,四川省南充市南部县,甘蓝,['中甘21甘蓝：0.65元/斤  '],sunlong,https://www.lvguo.net/baojia/detail/1497654.html
03月11日,四川省乐山市井研县,生姜,['小黄姜：4元/斤  '],努力奋斗11,https://www.lvguo.net/baojia/detail/1495189.html
03月06日,四川省凉山彝族自治州西昌市,甘蓝,['特优特圆1.5一3：0.3元/斤  '],官正雄,https://www.lvguo.net/baojia/detail/1494457.html
02月24日,四川省凉山彝族自治州西昌市,甘蓝,['特优特圆1.5一3斤：0.35元/斤  '],官正雄,https://www.lvguo.net/baojia/detail/1492921.html
02月19日,四川省宜宾市翠屏区,莲藕,['白莲藕4-6元：4元/斤  '],蒋运华,https://www.lvguo.net/baojia/detail/1492072.html
02月06日,四川省德阳市什邡市,蒜薹,['蒜苔各类规格：3元/斤  '],徐友玉,https://www.lvguo.net/baojia/detail/1491099.html
01月28日,四川省成都市彭州市,冬瓜,['黑优大冬瓜10吨：2.7元/斤  '],妙法莲华,https://www.lvguo.net/baojia/detail/1489913.html
12月24日,四川省凉山彝族自治州西昌市,甘蓝,['特优：0.6元/斤  '],西昌诚信代办,https://www.lvguo.net/baojia/detail/1484571.html
11月25日,四川省资阳市安岳县,甘蓝,['卷心菜车：0.85元/斤  '],优质黑皮冬瓜,https://www.lvguo.net/baojia/detail/1479500.html
11月12日,四川省攀枝花市,西红柿,"['硬粉10000：1.6元/斤  ', '8000：1.8元/斤', '6000：2元/斤']",你的阮先生,https://www.lvguo.net/baojia/detail/1476841.html
11月02日,四川省泸州市纳溪区,生姜,['小黄姜大：10元/斤  '],小宋江,https://www.lvguo.net/baojia/detail/1474466.html
10月27日,四川省乐山市犍为县,生姜,['小黄姜吨：7000元/吨  '],四川犍为生姜,https://www.lvguo.net/baojia/detail/1473078.html
10月26日,四川省乐山市犍为县,生姜,['小黄姜一吨：6000元/吨  '],新民刘,https://www.lvguo.net/baojia/detail/1472887.html
09月07日,四川省绵阳市三台县,南瓜,['金韩密本南瓜全黄8-24斤起：0.8元/斤  '],帼泰民安,https://www.lvguo.net/baojia/detail/1463219.html
09月03日,四川省雅安市汉源县,甘蓝,['寒将军2—8：0.8元/斤  '],四川汉源,https://www.lvguo.net/baojia/detail/1462518.html
07月25日,四川省凉山彝族自治州冕宁县,土豆,['脆红李：0.9元/斤  '],兮然,https://www.lvguo.net/baojia/detail/1455898.html
07月17日,四川省凉山彝族自治州冕宁县,土豆,['青薯9号3两起捡：0.8元/斤  '],弱水三千,https://www.lvguo.net/baojia/detail/1453884.html
07月16日,四川省凉山彝族自治州冕宁县,土豆,['青薯9号3两起捡：0.8元/斤  '],弱水三千,https://www.lvguo.net/baojia/detail/1453459.html
07月16日,四川省凉山彝族自治州冕宁县,大葱,"['长白大葱1㎝一2㎝：0.55元/斤  ', '2㎝一3㎝：0.5元/斤', '3㎝往上：0.45元/斤']",弱水三千,https://www.lvguo.net/baojia/detail/1453457.html
07月16日,四川省凉山彝族自治州冕宁县,洋葱,['紫皮洋葱4两上秤：0.35元/斤  '],弱水三千,https://www.lvguo.net/baojia/detail/1453452.html
07月15日,四川省凉山彝族自治州冕宁县,大葱,['长白大葱3两起秤：0.8元/斤  '],弱水三千,https://www.lvguo.net/baojia/detail/1453186.html
07月13日,四川省凉山彝族自治州冕宁县,土豆,['青薯9号3两起秤：0.8元/斤  '],弱水三千,https://www.lvguo.net/baojia/detail/1452652.html
07月13日,四川省凉山彝族自治州冕宁县,大葱,"['长白大葱1㎝一2㎝：0.55元/斤  ', '2公分以上：0.5元/斤']",弱水三千,https://www.lvguo.net/baojia/detail/1452651.html
07月13日,四川省凉山彝族自治州冕宁县,洋葱,['紫皮洋葱4两起秤：0.4元/斤  '],弱水三千,https://www.lvguo.net/baojia/detail/1452649.html
07月02日,四川省凉山彝族自治州冕宁县,大葱,['长白大葱统货：0.5元/斤  '],弱水三千,https://www.lvguo.net/baojia/detail/1449726.html
07月02日,四川省凉山彝族自治州冕宁县,土豆,['青薯9号3两以上精选货：0.8元/斤  '],弱水三千,https://www.lvguo.net/baojia/detail/1449725.html
06月30日,四川省凉山彝族自治州冕宁县,大葱,"['长白大葱统货：0.5元/斤  ', '1㎝一2㎝：0.55元/斤']",弱水三千,https://www.lvguo.net/baojia/detail/1448980.html
06月30日,四川省凉山彝族自治州冕宁县,土豆,['青薯9号3两起捡：0.8元/斤  '],弱水三千,https://www.lvguo.net/baojia/detail/1448978.html
06月24日,四川省绵阳市三台县,小白菜,['上海青：0.3元/斤  '],专业蔬菜种植,https://www.lvguo.net/baojia/detail/1447257.html
06月16日,四川省凉山彝族自治州冕宁县,大葱,"['长白大葱1㎝一2㎝：0.6元/斤  ', '2㎝以上：0.55元/斤']",弱水三千,https://www.lvguo.net/baojia/detail/1445118.html
